2018-01-24 16:57:47.0657 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 
2018-01-24 17:12:46.4570 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '@ivan 200 @boris @petr А тут описание будет а342' 

2018-01-24 17:12:46.4570 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь from 'ivan' 

2018-01-24 17:12:46.4720 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Сумма '200' 

2018-01-24 17:12:46.4720 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Обнаружена мультитранзакция, поиск пользователей в подстроке '@boris @petr А тут описание будет а342  

2018-01-24 17:12:46.4720 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | add user  'boris' 

2018-01-24 17:12:46.4720 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | add user  'petr' 

2018-01-24 17:12:46.4890 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | find description 'А тут описание будет а342' 

2018-01-24 17:12:46.4890 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | Количество пользователей to в мультитранзакции 2, сам пользователь False 

2018-01-24 17:12:46.4890 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'ivan' 

2018-01-24 17:12:46.5020 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'ivan' 

2018-01-24 17:12:46.5805 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь номер '0' to 'boris' 

2018-01-24 17:12:46.5805 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'boris' 

2018-01-24 17:12:46.5805 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'boris' 

2018-01-24 17:12:46.6702 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь номер '1' to 'petr' 

2018-01-24 17:12:46.6782 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'petr' 

2018-01-24 17:12:46.6782 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'petr' 

2018-01-24 17:12:46.7737 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'ivan' 

2018-01-24 17:12:46.7737 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'ivan' 

2018-01-24 17:12:46.8607 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'ivan'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'ivan'), 0) as Bal  

2018-01-24 17:12:46.9532 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @ivan составляет 5602,00 

2018-01-24 17:12:46.9633 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Выполнение в SQL транзакции from:ivan amount:100 to:boris 

2018-01-24 17:12:46.9773 | DeeBeeTeeDB.DBAPI.NewTransaction | TRACE | NewTransactionSQLParam: INSERT INTO [dbo].[transactions] ([from_user] ,[amount] ,[to_user] ,[operation_date] ,[oid]) VALUES ('ivan' ,100 ,'boris' ,getdate() ,0) SELECT top 1 tid FROM [dbo].[transactions] order by [operation_date] DESC 

2018-01-24 17:12:47.0718 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'boris' 

2018-01-24 17:12:47.1550 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | INFO | Отправка сообщения пользователю о новой транзакции в личный чат 

2018-01-24 17:12:47.3406 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | ERROR | Удаленный сервер возвратил ошибку: (400) Недопустимый запрос. 

2018-01-24 17:12:47.3466 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'boris' 

2018-01-24 17:12:47.3466 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'boris' 

2018-01-24 17:12:47.4393 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'boris'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'boris'), 0) as Bal  

2018-01-24 17:12:47.5200 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @boris составляет -135,00 

2018-01-24 17:12:47.5200 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Выполнение в SQL транзакции from:ivan amount:100 to:petr 

2018-01-24 17:12:47.5375 | DeeBeeTeeDB.DBAPI.NewTransaction | TRACE | NewTransactionSQLParam: INSERT INTO [dbo].[transactions] ([from_user] ,[amount] ,[to_user] ,[operation_date] ,[oid]) VALUES ('ivan' ,100 ,'petr' ,getdate() ,0) SELECT top 1 tid FROM [dbo].[transactions] order by [operation_date] DESC 

2018-01-24 17:12:47.6329 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'petr' 

2018-01-24 17:12:47.7129 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | INFO | Отправка сообщения пользователю о новой транзакции в личный чат 

2018-01-24 17:12:47.8689 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | ERROR | Удаленный сервер возвратил ошибку: (400) Недопустимый запрос. 

2018-01-24 17:12:47.8689 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'petr' 

2018-01-24 17:12:47.8794 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'petr' 

2018-01-24 17:12:47.9612 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'petr'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'petr'), 0) as Bal  

2018-01-24 17:12:48.0422 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @petr составляет -5667,00 

2018-01-24 17:12:48.0522 | DeeBeeTeeDB.DBAPI.Command_transaction | INFO | Возврат результата команды transaction с сообщением Обнаружена команда мультитранзакции, будет добавлено несколько транзакция с делением суммы на целые части
Транзакция 93 успешно добавлена
Транзакция 94 успешно добавлена
Баланс пользователя @ivan составляет 5602,00
Баланс пользователя @boris составляет -135,00
Баланс пользователя @petr составляет -5667,00
 

2018-01-24 17:12:48.2374 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-24 17:12:48.2374 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 2730927 ,'private' ,'', 'Infom' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 2730927) 

2018-01-24 17:12:48.3340 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-24 17:12:48.3340 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 2730927 , 2730927, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 2730927 AND [user_id] = 2730927) 

