2018-01-17 09:27:00.5080 | Telegram.Request.TelegramRequest.GetUpdates | ERROR | Невозможно разрешить удаленное имя: 'api.telegram.org' 

2018-01-17 10:02:46.0794 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 3720 

2018-01-17 10:03:50.5995 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 3780 

2018-01-17 10:04:54.9103 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 3840 

2018-01-17 10:06:01.0273 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 3900 

2018-01-17 10:07:07.7520 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 3960 

2018-01-17 10:08:14.6567 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4020 

2018-01-17 10:09:19.5964 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4080 

2018-01-17 10:10:28.8863 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4140 

2018-01-17 10:11:35.1302 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4200 

2018-01-17 10:39:00.9544 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:39:00.9544 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:462 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516173112 message:'/d' 

2018-01-17 10:39:01.5140 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /d 

2018-01-17 10:39:01.5140 | DeeBeeTeeDB.DBAPI.Command_details | DEBUG | Поиск пользователя 'Kasim_RI' 

2018-01-17 10:39:01.5340 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Kasim_RI' 

2018-01-17 10:39:01.6145 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'Kasim_RI'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'Kasim_RI'), 0) as Bal  

2018-01-17 10:39:01.6938 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | GetUserDetailsSQL: SELECT to_user, SUM(amount) as amount FROM (SELECT [tid], [from_user], [amount], [to_user] FROM [dbo].[transactions] union SELECT [tid], [to_user], [amount]*(-1), [from_user] FROM [dbo].[transactions] ) AS T WHERE from_user = 'Kasim_RI' GROUP BY to_user 

2018-01-17 10:39:01.7800 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | Generate dbt from: Kasim_RI to: Infom amount: -730,00  

2018-01-17 10:39:01.7800 | DeeBeeTeeDB.DBAPI.Command_details | INFO | Возврат результата команды details с сообщениемДетали пользователя @Kasim_RI. Баланс: -730,00
 @Kasim_RI должен 730,00 @Infom
 

2018-01-17 10:39:01.9691 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:39:01.9691 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:39:02.0777 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:39:02.0777 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:39:02.1857 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:39:02.1857 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:463 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516173130 message:'/help' 

2018-01-17 10:39:02.2046 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /help 

2018-01-17 10:39:02.2046 | DeeBeeTeeDB.DBAPI.Command_help | INFO | Возврат результата команды help с сообщением Поддерживаются команды 
/balance /b 
/details /d 
/hello 
/help 
/start 
/transaction /t 

2018-01-17 10:39:02.3881 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:39:02.3881 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:39:02.4811 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:39:02.4921 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:39:02.5771 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:39:02.5771 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:464 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516173655 message:'/d' 

2018-01-17 10:39:02.5962 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /d 

2018-01-17 10:39:02.5962 | DeeBeeTeeDB.DBAPI.Command_details | DEBUG | Поиск пользователя 'Kasim_RI' 

2018-01-17 10:39:02.6142 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Kasim_RI' 

2018-01-17 10:39:02.6972 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'Kasim_RI'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'Kasim_RI'), 0) as Bal  

2018-01-17 10:39:02.7805 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | GetUserDetailsSQL: SELECT to_user, SUM(amount) as amount FROM (SELECT [tid], [from_user], [amount], [to_user] FROM [dbo].[transactions] union SELECT [tid], [to_user], [amount]*(-1), [from_user] FROM [dbo].[transactions] ) AS T WHERE from_user = 'Kasim_RI' GROUP BY to_user 

2018-01-17 10:39:02.8655 | DeeBeeTeeDB.DBAPI.GetUserDetails | TRACE | Generate dbt from: Kasim_RI to: Infom amount: -730,00  

2018-01-17 10:39:02.8655 | DeeBeeTeeDB.DBAPI.Command_details | INFO | Возврат результата команды details с сообщениемДетали пользователя @Kasim_RI. Баланс: -730,00
 @Kasim_RI должен 730,00 @Infom
 

2018-01-17 10:39:03.0398 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:39:03.0488 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:39:03.1320 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:39:03.1410 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:39:03.2250 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:39:03.2340 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:465 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516173659 message:'/b' 

2018-01-17 10:39:03.2340 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /b 

2018-01-17 10:39:03.2527 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'Kasim_RI' 

2018-01-17 10:39:03.2527 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Kasim_RI' 

2018-01-17 10:39:03.3556 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'Kasim_RI'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'Kasim_RI'), 0) as Bal  

2018-01-17 10:39:03.4394 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @Kasim_RI составляет -730,00 

2018-01-17 10:39:03.6103 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:39:03.6103 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:39:03.7021 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:39:03.7021 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:40:07.2080 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4260 

2018-01-17 10:43:17.6560 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4320 

2018-01-17 10:44:23.5192 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 4380 

2018-01-17 10:44:51.6609 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-17 10:44:51.7020 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-17 10:44:52.2604 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-17 10:44:59.3923 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:44:59.4064 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:470 user_id:2730927 chat_id:-156558308 username:Infom name: Ruslan Kasimov date: 1516175098 message:'/b' 

2018-01-17 10:45:00.8235 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /b 

2018-01-17 10:45:00.8235 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'Infom' 

2018-01-17 10:45:00.8433 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Infom' 

2018-01-17 10:45:00.9247 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'Infom'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'Infom'), 0) as Bal  

2018-01-17 10:45:01.0073 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @Infom составляет 1284,00 

2018-01-17 10:45:01.1801 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:45:01.1901 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT -156558308 ,'group' ,'ОФФшор', 'Infom' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = -156558308) 

2018-01-17 10:45:01.2789 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:45:01.2789 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT -156558308 , 2730927, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = -156558308 AND [user_id] = 2730927) 

2018-01-17 10:45:58.3885 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 60 

2018-01-17 10:53:45.8839 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-17 10:53:45.9245 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-17 10:53:46.5101 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-17 10:53:46.9193 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:53:46.9343 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:473 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516175428 message:'/transaction' 

2018-01-17 10:53:47.3573 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /transaction 

2018-01-17 10:53:47.3718 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '' 

2018-01-17 10:53:47.5450 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:53:47.5540 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:53:47.6375 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:53:47.6468 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:53:47.9009 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:53:47.9009 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:474 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516175432 message:'/t' 

2018-01-17 10:53:47.9169 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /t 

2018-01-17 10:53:47.9169 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '' 

2018-01-17 10:53:48.1241 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:53:48.1331 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:53:48.2313 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:53:48.2393 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:53:48.5088 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:53:48.5088 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:475 user_id:288805897 chat_id:-156558308 username:TretyakRoman name: Третьяк Роман date: 1516175562 message:'/b' 

2018-01-17 10:53:48.5298 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /b 

2018-01-17 10:53:48.5418 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'TretyakRoman' 

2018-01-17 10:53:48.5418 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'TretyakRoman' 

2018-01-17 10:53:48.6277 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'TretyakRoman'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'TretyakRoman'), 0) as Bal  

2018-01-17 10:53:48.7069 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @TretyakRoman составляет -28,00 

2018-01-17 10:53:48.8813 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:53:48.8813 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT -156558308 ,'group' ,'ОФФшор', 'TretyakRoman' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = -156558308) 

2018-01-17 10:53:48.9797 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:53:48.9797 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT -156558308 , 288805897, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = -156558308 AND [user_id] = 288805897) 

2018-01-17 10:54:50.4446 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:54:50.4446 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:482 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516175689 message:'/t @kasim_ri 990 @infom' 

2018-01-17 10:54:50.4676 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /t 

2018-01-17 10:54:50.4817 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '@kasim_ri 990 @infom' 

2018-01-17 10:54:50.4922 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь from 'kasim_ri' 

2018-01-17 10:54:50.4922 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Сумма '990' 

2018-01-17 10:54:50.4922 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь to 'infom' 

2018-01-17 10:54:50.5082 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'kasim_ri' 

2018-01-17 10:54:50.5082 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'kasim_ri' 

2018-01-17 10:54:50.5907 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'infom' 

2018-01-17 10:54:50.5907 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-17 10:54:50.6743 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Выполнение в SQL транзакции from:kasim_ri amount:990 to:infom 

2018-01-17 10:54:50.6846 | DeeBeeTeeDB.DBAPI.NewTransaction | TRACE | NewTransactionSQLParam: INSERT INTO [dbo].[transactions] ([from_user] ,[amount] ,[to_user] ,[operation_date] ,[oid]) VALUES ('kasim_ri' ,990 ,'infom' ,getdate() ,0) SELECT top 1 tid FROM [dbo].[transactions] order by [operation_date] DESC 

2018-01-17 10:54:50.7876 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-17 10:54:50.8713 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | INFO | Отправка сообщения пользователю о новой транзакции в личный чат 

2018-01-17 10:54:51.0475 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'kasim_ri' 

2018-01-17 10:54:51.0545 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'kasim_ri' 

2018-01-17 10:54:51.1337 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'kasim_ri'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'kasim_ri'), 0) as Bal  

2018-01-17 10:54:51.2646 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @kasim_ri составляет 260,00 

2018-01-17 10:54:51.2646 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'infom' 

2018-01-17 10:54:51.2742 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-17 10:54:51.3524 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'infom'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'infom'), 0) as Bal  

2018-01-17 10:54:51.4399 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @infom составляет 294,00 

2018-01-17 10:54:51.4489 | DeeBeeTeeDB.DBAPI.Command_transaction | INFO | Возврат результата команды transaction с сообщением Транзакция 66 успешно добавлена
Баланс пользователя @kasim_ri составляет 260,00
Баланс пользователя @infom составляет 294,00 

2018-01-17 10:54:51.6388 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-17 10:54:51.6468 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 77473985 ,'private' ,'', 'Kasim_RI' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 77473985) 

2018-01-17 10:54:51.7301 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-17 10:54:51.7391 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 77473985 , 77473985, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 77473985 AND [user_id] = 77473985) 

2018-01-17 10:54:51.9987 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 60 

2018-01-17 10:55:15.6688 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-17 10:55:15.6793 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:486 user_id:77473985 chat_id:77473985 username:Kasim_RI name: Roman Kasimov date: 1516175715 message:'/t @kasim_ri 1200 @infom' 

2018-01-17 10:55:15.6793 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /t 

2018-01-17 10:55:15.6993 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '@kasim_ri 1200 @infom' 

2018-01-17 10:55:15.6993 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь from 'kasim_ri' 

2018-01-17 10:55:15.7121 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Сумма '1200' 

2018-01-17 10:55:15.7121 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь to 'infom' 

2018-01-17 10:55:15.7249 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'kasim_ri' 

2018-01-17 10:55:15.7249 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'kasim_ri' 

2018-01-17 10:55:15.8094 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'infom' 

2018-01-17 10:55:15.8094 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-17 10:55:15.8956 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Выполнение в SQL транзакции from:kasim_ri amount:1200 to:infom 

2018-01-17 10:55:15.8956 | DeeBeeTeeDB.DBAPI.NewTransaction | TRACE | NewTransactionSQLParam: INSERT INTO [dbo].[transactions] ([from_user] ,[amount] ,[to_user] ,[operation_date] ,[oid]) VALUES ('kasim_ri' ,1200 ,'infom' ,getdate() ,0) SELECT top 1 tid FROM [dbo].[transactions] order by [operation_date] DESC 

2018-01-17 10:55:16.0011 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-17 10:55:16.0795 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | INFO | Отправка сообщения пользователю о новой транзакции в личный чат 

2018-01-17 10:55:16.2475 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'kasim_ri' 

2018-01-17 10:55:16.2475 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'kasim_ri' 

2018-01-17 10:55:16.3372 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'kasim_ri'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'kasim_ri'), 0) as Bal  

2018-01-17 10:55:16.4161 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @kasim_ri составляет 1460,00 

